topic_time_ms,topic_time_us,success,return_code,acceleration_x_mps2,acceleration_y_mps2,acceleration_z_mps2
9288,9288000,1,0,0.007526392117142677,-0.005742966197431087,-0.0004024505615234375
9388,9388000,1,0,0.001517517725005746,-0.001782414386980236,0.01431465148925781
9488,9488000,1,0,0.004107465036213398,-0.003718383144587278,-0.005605697631835938
9588,9588000,1,0,-0.007887981832027435,-0.007261862047016621,0.0001173019409179688
9688,9688000,1,0,0.008809931576251984,0.001387322670780122,-0.002452850341796875
9788,9788000,1,0,0.01564439944922924,0.008170550689101219,0.001696586608886719
9888,9888000,1,0,-0.003414994804188609,0.002981223631650209,0.003283500671386719
9988,9988000,1,0,0.01203521527349949,0.01534982956945896,-0.0007028579711914062
10088,10088000,1,0,0.002042721025645733,-0.002011431381106377,-0.003099441528320312
10188,10188000,1,0,0.008055219426751137,0.0003989041142631322,0.005125999450683594
10288,10288000,1,0,0.01703139953315258,-0.006086994893848896,-0.006461143493652344
10388,10388000,1,0,0.0003605401434469968,-0.00373833323828876,0.009522438049316406
10488,10488000,1,0,-0.003756539430469275,0.004664766136556864,-0.009785652160644531
10588,10588000,1,0,0.007776971906423569,-0.00180366390850395,-0.01613807678222656
10688,10688000,1,0,0.001903563970699906,0.0007135317428037524,0.00310516357421875
10788,10788000,1,0,-0.001085215248167515,-0.002574612153694034,-0.008330345153808594
10888,10888000,1,0,0.001537223928608,-0.01440841611474752,-0.001283645629882812
10988,10988000,1,0,-0.007127556018531322,0.000787830154877156,0.0004835128784179688
11088,11088000,1,0,0.002092736074700952,0.00512594822794199,-0.001739501953125
11188,11188000,1,0,0.01151993218809366,0.0004248570185154676,0.005333900451660156
11288,11288000,1,0,-0.01821203343570232,0.001078386441804469,0.0009069442749023438
11388,11388000,1,0,-0.001228698994964361,0.004234772175550461,0.01498031616210938
11488,11488000,1,0,0.005916097201406956,0.003909644670784473,0.006719589233398438
11588,11588000,1,0,-0.004782822448760271,-0.004823177121579647,0.008379936218261719
11688,11688000,1,0,-0.01551460474729538,0.006106489337980747,0.002225875854492188
11788,11788000,1,0,-0.01189447846263647,0.008465123362839222,0.01730060577392578
11888,11888000,1,0,-0.0018930061487481,-0.006192293483763933,-8.869171142578125e-05
11988,11988000,1,0,-0.005306268110871315,0.00332774012349546,0.001933097839355469
12088,12088000,1,0,0.0005784800159744918,0.006476869340986013,0.005473136901855469
12188,12188000,1,0,-0.01336267404258251,-0.0006598059553653002,-0.003859519958496094
12288,12288000,1,0,-0.001373796025291085,0.01206720899790525,0.003027915954589844
12388,12388000,1,0,-0.007863240316510201,0.002493424573913217,0.01027011871337891
12488,12488000,1,0,0.00423363596200943,0.004970015957951546,0.01241493225097656
12588,12588000,1,0,0.01033537555485964,-0.01333609223365784,-0.001105308532714844
12688,12688000,1,0,-0.001359645626507699,0.0009615899762138724,-0.01638889312744141
12788,12788000,1,0,0.004492904525250196,-0.0002952693030238152,0.01047039031982422
12888,12888000,1,0,-0.006766075734049082,0.003090142272412777,0.001994132995605469
12988,12988000,1,0,0.003372223814949393,0.01021422538906336,-0.01234340667724609
13088,13088000,1,0,-0.001121852546930313,-0.00181208027061075,-0.006122589111328125
13188,13188000,1,0,-0.003906238125637174,-0.001262687845155597,-0.01199913024902344
13288,13288000,1,0,-0.0115938987582922,-0.01130618806928396,0.006069183349609375
13388,13388000,1,0,-0.003430862911045551,0.002507164143025875,-0.006108283996582031
13488,13488000,1,0,-0.000967973202932626,-0.01614152267575264,0.009083747863769531
13588,13588000,1,0,0.001843645004555583,-0.007325388491153717,0.00182342529296875
13688,13688000,1,0,-0.001486435998231173,-0.006279328372329473,0.01185894012451172
13788,13788000,1,0,-0.004339026752859354,-0.007347192149609327,0.001253128051757812
13888,13888000,1,0,0.007582913152873516,0.00492533016949892,0.009783744812011719
13988,13988000,1,0,-0.008055474609136581,0.002385880565270782,0.01039505004882812
14088,14088000,1,0,-0.003612651489675045,-0.003387729171663523,0.001691818237304688
14188,14188000,1,0,0.005969994235783815,-0.01223201956599951,5.435943603515625e-05
14288,14288000,1,0,0.007501163519918919,0.005518634337931871,-0.006278038024902344
14388,14388000,1,0,-0.003150972304865718,-0.006522111594676971,-0.01051807403564453
14488,14488000,1,0,-0.002582636428996921,0.007371055893599987,2.288818359375e-05
14588,14588000,1,0,0.008114693686366081,0.002479256130754948,0.003247261047363281
14688,14688000,1,0,-0.006714651361107826,-0.004294488579034805,0.008907318115234375
14788,14788000,1,0,0.007902204059064388,-0.001723837689496577,0.01591873168945312
14888,14888000,1,0,0.009667485952377319,0.000417599396314472,0.0041961669921875
14988,14988000,1,0,-0.01024217903614044,-0.007602336816489697,-0.008874893188476562
15088,15088000,1,0,0.0009604681981727481,0.005794899072498083,-0.007243156433105469
15188,15188000,1,0,0.003303893376141787,-0.00745617039501667,0.0018310546875
15288,15288000,1,0,-0.005174134857952595,-0.005499608814716339,-0.001547813415527344
15388,15388000,1,0,0.001874618232250214,0.006013975944370031,0.00771331787109375
15488,15488000,1,0,-0.007349767722189426,-0.01195110101252794,0.009920120239257812
15588,15588000,1,0,-0.006806143559515476,-0.005129498429596424,0.005227088928222656
15688,15688000,1,0,-0.001043792581185699,0.002653967356309295,0.01196384429931641
15788,15788000,1,0,-0.007639437448233366,0.000920487567782402,0.009448051452636719
15888,15888000,1,0,0.007900740019977093,0.008939926512539387,-0.002198219299316406
15988,15988000,1,0,0.0035072504542768,-0.01153344754129648,-5.14984130859375e-05
16088,16088000,1,0,0.009411301463842392,0.005229780916124582,-0.003159523010253906
16188,16188000,1,0,-0.003953392151743174,0.003286376828327775,0.001392364501953125
16288,16288000,1,0,-0.004997733049094677,0.003435587044805288,-0.005451202392578125
16388,16388000,1,0,0.004465304315090179,-0.01368863321840763,0.005218505859375
16488,16488000,1,0,-0.01382136717438698,-0.006468673702329397,0.004465103149414062
16588,16588000,1,0,0.003551256377249956,0.0003373864165041596,-0.001983642578125
16688,16688000,1,0,0.001195178832858801,0.001904035685583949,-0.003734588623046875
16788,16788000,1,0,0.005904847290366888,0.01377908047288656,0.005047798156738281
16888,16888000,1,0,-0.00236176885664463,-0.008761539123952389,0.002710342407226562
16988,16988000,1,0,-0.006206533405929804,-0.00428162282332778,0.008127212524414062
17088,17088000,1,0,-0.01041476242244244,0.006549227051436901,0.008823394775390625
17188,17188000,1,0,0.00581583846360445,-0.01849858462810516,-0.003541946411132812
17287,17287000,1,0,0.008104830980300903,-0.009491439908742905,-5.7220458984375e-05
17388,17388000,1,0,0.002977901604026556,0.005992447957396507,-0.005315780639648438
17488,17488000,1,0,-0.00817673746496439,0.010337945073843,0.008121490478515625
17588,17588000,1,0,-0.004064192995429039,-0.01398647576570511,-0.01024246215820312
17688,17688000,1,0,-0.004772061482071877,0.002293605823069811,0.002649307250976562
17788,17788000,1,0,-0.002424535108730197,-0.003002157434821129,-0.002974510192871094
17888,17888000,1,0,0.001854743808507919,0.01057828590273857,-0.0043487548828125
17988,17988000,1,0,-0.003407439682632685,-0.01335564348846674,0.002356529235839844
18088,18088000,1,0,0.009962400421500206,0.0003447126946412027,0.006982803344726562
18188,18188000,1,0,-0.006829361896961927,-0.003095773980021477,0.00830841064453125
18288,18288000,1,0,0.003967640921473503,0.0001782226463546976,-0.008200645446777344
18388,18388000,1,0,0.003741550492122769,0.007476301863789558,0.01353645324707031
18488,18488000,1,0,0.004368119407445192,0.003693808568641543,-0.002721786499023438
