topic_time_ms,topic_time_us,success,return_code,q0_w,q1_x,q2_y,q3_z
11087,11087000,1,0,0.5665180683135986,-0.00959812942892313,-0.002969592809677124,0.823988139629364
11187,11187000,1,0,0.5664845705032349,-0.009590515866875648,-0.002964800922200084,0.8240111470222473
11287,11287000,1,0,0.5664841532707214,-0.009604011662304401,-0.002984052058309317,0.8240113258361816
11387,11387000,1,0,0.5665279626846313,-0.009614382870495319,-0.002984745893627405,0.8239810466766357
11487,11487000,1,0,0.5665501952171326,-0.009591643698513508,-0.002963837003335357,0.8239661455154419
11588,11588000,1,0,0.5665522813796997,-0.009591975249350071,-0.002964424667879939,0.8239645957946777
11687,11687000,1,0,0.5665790438652039,-0.009593648836016655,-0.002972278278321028,0.8239462375640869
11787,11787000,1,0,0.566562831401825,-0.009582262486219406,-0.002963005797937512,0.8239575624465942
11887,11887000,1,0,0.5665682554244995,-0.009581580758094788,-0.002965244231745601,0.8239538073539734
11987,11987000,1,0,0.5665775537490845,-0.009596322663128376,-0.002978652250021696,0.8239471316337585
12087,12087000,1,0,0.5666257739067078,-0.009602541103959084,-0.002976484596729279,0.8239139914512634
12187,12187000,1,0,0.5666126012802124,-0.009613833390176296,-0.002962877973914146,0.8239229917526245
12287,12287000,1,0,0.5666126012802124,-0.009613833390176296,-0.002962877973914146,0.8239229917526245
12387,12387000,1,0,0.5665825605392456,-0.009610982611775398,-0.002958016935735941,0.8239436149597168
12487,12487000,1,0,0.5665707588195801,-0.009611192159354687,-0.002945488318800926,0.8239517211914062
12587,12587000,1,0,0.5665901303291321,-0.009618137963116169,-0.002947230357676744,0.8239384293556213
12687,12687000,1,0,0.5665745139122009,-0.009611893445253372,-0.002950613852590322,0.8239492177963257
12788,12788000,1,0,0.5665642619132996,-0.00961074884980917,-0.002963639795780182,0.8239562511444092
12887,12887000,1,0,0.5665642619132996,-0.00961074884980917,-0.002963639795780182,0.8239562511444092
12987,12987000,1,0,0.5665725469589233,-0.009624270722270012,-0.002983874175697565,0.8239503502845764
13087,13087000,1,0,0.5665903091430664,-0.009625152684748173,-0.002965060994029045,0.8239380717277527
13187,13187000,1,0,0.5665636658668518,-0.009633543901145458,-0.002962500089779496,0.8239564299583435
13287,13287000,1,0,0.5665619969367981,-0.009634160436689854,-0.002965485444292426,0.8239575028419495
13387,13387000,1,0,0.5665788650512695,-0.009655839763581753,-0.002962512895464897,0.8239456415176392
13487,13487000,1,0,0.566591203212738,-0.009662946686148643,-0.002966977190226316,0.8239370584487915
13587,13587000,1,0,0.5665851235389709,-0.009668143466114998,-0.002966884756460786,0.8239412307739258
13687,13687000,1,0,0.5665719509124756,-0.009675849229097366,-0.002977135125547647,0.8239501714706421
13787,13787000,1,0,0.5665410757064819,-0.009676064364612103,-0.002974893897771835,0.8239713907241821
13887,13887000,1,0,0.5665076971054077,-0.009684471413493156,-0.002979943295940757,0.8239942193031311
13987,13987000,1,0,0.5665128827095032,-0.009699830785393715,-0.00298437406308949,0.8239904642105103
14087,14087000,1,0,0.5664870738983154,-0.009696926921606064,-0.002982475329190493,0.8240082263946533
14187,14187000,1,0,0.566449761390686,-0.009694640524685383,-0.002998158102855086,0.824033796787262
14287,14287000,1,0,0.5664482116699219,-0.009677221067249775,-0.003006593324244022,0.8240350484848022
14387,14387000,1,0,0.5664548277854919,-0.009661901742219925,-0.002988731022924185,0.8240306973457336
14487,14487000,1,0,0.5664685964584351,-0.0096747986972332,-0.002998501528054476,0.8240211606025696
14587,14587000,1,0,0.5664384365081787,-0.009674115106463432,-0.002999550430104136,0.8240417838096619
14687,14687000,1,0,0.5664442777633667,-0.009677138179540634,-0.003019099123775959,0.8240376710891724
14787,14787000,1,0,0.5664448142051697,-0.009680155664682388,-0.003010335145518184,0.8240373730659485
14887,14887000,1,0,0.5664198994636536,-0.009680993854999542,-0.003008695086464286,0.8240544199943542
14987,14987000,1,0,0.5664196610450745,-0.009675395675003529,-0.003016111673787236,0.8240546584129333
15087,15087000,1,0,0.566460907459259,-0.009676277637481689,-0.003020073054358363,0.824026346206665
15188,15188000,1,0,0.5664188861846924,-0.009660010226070881,-0.003004764439538121,0.8240553736686707
15287,15287000,1,0,0.5663973689079285,-0.009641215205192566,-0.003000119002535939,0.8240704536437988
15387,15387000,1,0,0.5663835406303406,-0.0096317483112216,-0.002999599790200591,0.8240801095962524
15487,15487000,1,0,0.5663991570472717,-0.009626789949834347,-0.003006214974448085,0.8240694403648376
15587,15587000,1,0,0.5663790702819824,-0.009647076949477196,-0.003012389643117785,0.8240828514099121
15687,15687000,1,0,0.5663897395133972,-0.009637389332056046,-0.003008808009326458,0.8240757584571838
15787,15787000,1,0,0.5664007067680359,-0.00964172650128603,-0.002994103590026498,0.8240682482719421
15887,15887000,1,0,0.566379189491272,-0.00963109452277422,-0.003000206546857953,0.8240830898284912
15987,15987000,1,0,0.5663462281227112,-0.009636001661419868,-0.003011266468092799,0.8241055607795715
16087,16087000,1,0,0.5663177371025085,-0.009630495682358742,-0.003007712541148067,0.8241252899169922
16187,16187000,1,0,0.566348671913147,-0.009620022028684616,-0.002993139438331127,0.8241041302680969
16287,16287000,1,0,0.5663366913795471,-0.009618169628083706,-0.00300001073628664,0.8241123557090759
16387,16387000,1,0,0.5663523077964783,-0.009594707749783993,-0.002992202527821064,0.8241020441055298
16487,16487000,1,0,0.5663500428199768,-0.009577495977282524,-0.002992792287841439,0.8241037130355835
16587,16587000,1,0,0.5663003325462341,-0.009563512168824673,-0.003002409357577562,0.8241380453109741
16687,16687000,1,0,0.5662840604782104,-0.009567268192768097,-0.003014818299561739,0.8241491317749023
16787,16787000,1,0,0.566260039806366,-0.009562355466187,-0.003017604118213058,0.8241657018661499
16887,16887000,1,0,0.5662412643432617,-0.009561575949192047,-0.003012078581377864,0.8241786360740662
16987,16987000,1,0,0.5663065314292908,-0.009565399959683418,-0.002993416041135788,0.8241337537765503
17087,17087000,1,0,0.5663245916366577,-0.009567679837346077,-0.002986955922096968,0.824121356010437
17187,17187000,1,0,0.5663189291954041,-0.009558122605085373,-0.00299424072727561,0.8241252899169922
17287,17287000,1,0,0.5663139820098877,-0.009546972811222076,-0.00298433261923492,0.8241288661956787
17387,17387000,1,0,0.566317617893219,-0.009537712670862675,-0.002993069821968675,0.8241264820098877
17487,17487000,1,0,0.5663525462150574,-0.009547462686896324,-0.002991259796544909,0.8241024613380432
17587,17587000,1,0,0.566336452960968,-0.009545283392071724,-0.00300567620433867,0.8241133689880371
17687,17687000,1,0,0.5662996768951416,-0.009526611305773258,-0.003030118532478809,0.824138879776001
17787,17787000,1,0,0.5663148760795593,-0.009527895599603653,-0.003023918019607663,0.8241284489631653
17887,17887000,1,0,0.5662876963615417,-0.009530474431812763,-0.003012767992913723,0.82414710521698
17987,17987000,1,0,0.5663127303123474,-0.009519876912236214,-0.00302291545085609,0.8241298794746399
18087,18087000,1,0,0.5663161873817444,-0.009503671899437904,-0.003027780214324594,0.8241277933120728
18187,18187000,1,0,0.5663293600082397,-0.009510309435427189,-0.003037009621039033,0.8241186141967773
18287,18287000,1,0,0.5663527250289917,-0.009506411850452423,-0.00303243612870574,0.824102520942688
18387,18387000,1,0,0.566311776638031,-0.009508661925792694,-0.003039594972506166,0.8241307139396667
18487,18487000,1,0,0.5662873387336731,-0.009502646513283253,-0.003040299518033862,0.8241475224494934
