topic_time_ms,topic_time_us,success,return_code,angular_rate_x_radps,angular_rate_y_radps,angular_rate_z_radps
16088,16088000,1,0,0.0005756395985372365,0.003017343347892165,-0.0009470558725297451
16188,16188000,1,0,-0.0006549378158524632,0.002217391971498728,-0.0006443802267313004
16288,16288000,1,0,0.0001204709988087416,0.002425751881673932,0.0008723144419491291
16388,16388000,1,0,-0.0003337588859722018,0.00137611641548574,0.0003278047952335328
16488,16488000,1,0,-0.0009207426337525249,0.001610889099538326,-0.0008835279149934649
16588,16588000,1,0,0.0001718356506898999,0.002050067065283656,-3.954784187953919e-05
16688,16688000,1,0,0.0008334193262271583,0.002701540244743228,-0.0005555920070037246
16788,16788000,1,0,0.0006949777016416192,0.002991597633808851,-0.0003080590977333486
16888,16888000,1,0,0.0007021701312623918,0.003452159464359283,-1.780808088369668e-05
16988,16988000,1,0,-0.0002159328432753682,0.003693253733217716,-0.0005459048552438617
17088,17088000,1,0,-0.0003484310582280159,0.002267067320644855,0.0001873935689218342
17188,17188000,1,0,-0.000674756127409637,0.002345522865653038,-0.0001068889687303454
17287,17287000,1,0,-3.765197470784187e-05,0.002329563489183784,0.0002029746246989816
17388,17388000,1,0,0.0004124303814023733,0.002221771515905857,0.0004163947596680373
17488,17488000,1,0,-0.001436398248188198,0.002917966339737177,3.195062163285911e-06
17588,17588000,1,0,0.0006901979795657098,0.00130566896405071,-0.0003685066767502576
17688,17688000,1,0,0.001307145459577441,0.001930697355419397,-0.0001166091533377767
17788,17788000,1,0,0.0007855481235310435,0.002059806138277054,0.0001177914964500815
17888,17888000,1,0,-0.0005898097297176719,0.00281502353027463,-0.001368341851048172
17988,17988000,1,0,0.0005210196832194924,0.002104241866618395,-0.0001960140652954578
18088,18088000,1,0,0.00094494444783777,0.002187325619161129,-0.0006972064729779959
18188,18188000,1,0,-0.0003056578570976853,0.001915122265927494,-0.001563578261993825
18288,18288000,1,0,-0.0003628502599895,0.001708426512777805,-3.205939719919115e-05
18388,18388000,1,0,-0.0001133840996772051,0.002897215541452169,-0.0002391064626863226
18488,18488000,1,0,-0.0007037679897621274,0.002291017910465598,-0.0005213739932514727
