receive_osal_time_us,estimated_measurement_osal_time_us,sequence_number,estimated_period_us,time_estimate_ready,time_discontinuity_detected,angle_deg,distance_m,signal_strength,measurement_valid
5502765,5501097,101,1989.2,1,0,20.84000015258789,1.490000009536743,100,1
5504692,5503086,102,1989.2,1,0,21.73999977111816,654.3599853515625,0,0
5506739,5505075,103,1989.2,1,0,23.09000015258789,0.7699999809265137,100,1
5508700,5507064,104,1989.2,1,0,23.98999977111816,0.7599999904632568,100,1
5510737,5509054,105,1989.2,1,0,24.88999938964844,0.75,100,1
5512719,5511043,106,1989.2,1,0,25.79999923706055,0.7599999904632568,100,1
5514717,5513032,107,1989.2,1,0,27.13999938964844,0.75,100,1
5516695,5515021,108,1989.2,1,0,28.04999923706055,0.7599999904632568,97,1
5518729,5517010,109,1989.2,1,0,28.95000076293945,0.7699999809265137,100,1
5520757,5519000,110,1989.2,1,0,29.84000015258789,0.7900000214576721,100,1
5522643,5520989,111,1989.2,1,0,30.73999977111816,0.9900000095367432,100,1
5524620,5522978,112,1989.2,1,0,31.63999938964844,1.080000042915344,100,1
5526610,5524967,113,1989.2,1,0,32.54999923706055,1.029999971389771,100,1
5528601,5526956,114,1989.2,1,0,33,1.120000004768372,100,1
5530589,5528946,115,1989.2,1,0,33.43999862670898,1.110000014305115,100,1
5532650,5530935,116,1989.2,1,0,33.88999938964844,1.120000004768372,100,1
5534648,5532924,117,1989.2,1,0,34.34000015258789,1.110000014305115,100,1
5536634,5534913,118,1989.2,1,0,34.79999923706055,1.120000004768372,100,1
5538680,5536902,119,1989.2,1,0,35.25,1.110000014305115,100,1
5540643,5538892,120,1989.2,1,0,35.68999862670898,1.120000004768372,100,1
5542635,5540881,121,1989.2,1,0,36.13999938964844,1.120000004768372,100,1
5544641,5542870,122,1989.2,1,0,36.59000015258789,1.110000014305115,100,1
5546637,5544859,123,1989.2,1,0,37.04999923706055,1.110000014305115,100,1
5548542,5546848,124,1989.2,1,0,37.5,1.120000004768372,100,1
5550500,5548838,125,1989.2,1,0,37.5,1.120000004768372,100,1
5552490,5550827,126,1989.2,1,0,37.93999862670898,1.110000014305115,100,1
5554468,5552816,127,1989.2,1,0,38.38999938964844,1.100000023841858,100,1
5556493,5554805,128,1989.2,1,0,38.84000015258789,1.100000023841858,100,1
5558493,5556794,129,1989.2,1,0,38.84000015258789,1.100000023841858,100,1
5560468,5558784,130,1989.2,1,0,39.29999923706055,1.110000014305115,100,1
5562463,5560773,131,1989.2,1,0,39.75,1.100000023841858,100,1
5564554,5562762,132,1989.2,1,0,39.75,1.100000023841858,100,1
5566486,5564751,133,1989.2,1,0,40.18999862670898,1.100000023841858,100,1
5568492,5566740,134,1989.2,1,0,40.63999938964844,1.090000033378601,100,1
5570465,5568730,135,1989.2,1,0,40.63999938964844,1.090000033378601,100,1
5572353,5570719,136,1989.2,1,0,41.09999847412109,1.090000033378601,100,1
5574405,5572708,137,1989.2,1,0,41.54999923706055,1.080000042915344,97,1
5576374,5574697,138,1989.2,1,0,41.54999923706055,1.080000042915344,100,1
5578370,5576686,139,1989.2,1,0,41.9900016784668,1.070000052452087,100,1
5580334,5578676,140,1989.2,1,0,41.9900016784668,1.070000052452087,100,1
5582403,5580665,141,1989.2,1,0,42.43999862670898,1.070000052452087,100,1
5584291,5582654,142,1989.2,1,0,42.43999862670898,1.070000052452087,100,1
5586317,5584643,143,1989.2,1,0,42.90000152587891,1.070000052452087,100,1
5588293,5586632,144,1989.2,1,0,43.34999847412109,1.070000052452087,100,1
5590291,5588622,145,1989.2,1,0,45.75,1.059999942779541,100,1
5592237,5590611,146,1989.2,1,0,45.75,1.070000052452087,100,1
5594266,5592600,147,1989.2,1,0,45.75,1.059999942779541,100,1
5596220,5594589,148,1989.2,1,0,45.29999923706055,1.059999942779541,100,1
5598225,5596578,149,1989.2,1,0,45.29999923706055,1.049999952316284,100,1
5600225,5598533,150,1989.048,1,0,44.84999847412109,1.059999942779541,100,1
5602197,5600522,151,1989.048,1,0,44.40000152587891,1.070000052452087,100,1
5604223,5602511,152,1989.048,1,0,44.40000152587891,1.059999942779541,100,1
5606212,5604500,153,1989.048,1,0,43.95000076293945,1.070000052452087,100,1
5608182,5606489,154,1989.048,1,0,43.95000076293945,1.080000042915344,100,1
5610179,5608479,155,1989.048,1,0,43.5,1.080000042915344,100,1
5612147,5610468,156,1989.048,1,0,43.04999923706055,1.090000033378601,100,1
5614173,5612457,157,1989.048,1,0,43.04999923706055,1.090000033378601,100,1
5616150,5614446,158,1989.048,1,0,42.59999847412109,1.080000042915344,100,1
5618110,5616435,159,1989.048,1,0,42.59999847412109,1.080000042915344,100,1
5620129,5618424,160,1989.048,1,0,42.15000152587891,1.090000033378601,100,1
5622168,5620413,161,1989.048,1,0,41.70000076293945,1.090000033378601,100,1
5624105,5622402,162,1989.048,1,0,41.70000076293945,1.090000033378601,100,1
5626105,5624391,163,1989.048,1,0,41.25,1.090000033378601,100,1
5628139,5626380,164,1989.048,1,0,40.79999923706055,1.100000023841858,100,1
5630124,5628369,165,1989.048,1,0,40.34000015258789,1.100000023841858,100,1
5632103,5630358,166,1989.048,1,0,40.34000015258789,1.110000014305115,100,1
5634067,5632347,167,1989.048,1,0,39.90000152587891,1.120000004768372,100,1
5636065,5634336,168,1989.048,1,0,39.45000076293945,1.110000014305115,100,1
5638044,5636325,169,1989.048,1,0,39,1.120000004768372,100,1
5640059,5638314,170,1989.048,1,0,38.54999923706055,1.120000004768372,100,1
5642062,5640303,171,1989.048,1,0,38.09000015258789,1.110000014305115,100,1
5644009,5642292,172,1989.048,1,0,37.65000152587891,1.110000014305115,100,1
5646317,5644281,173,1989.048,1,0,37.20000076293945,1.110000014305115,100,1
5647985,5646270,174,1989.048,1,0,36.75,1.110000014305115,100,1
